## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
manulife-insurance-prior-authorization-for-home-care-hearing-aids-nursing-orthotics-prosthetic-appliances-cm5006e.pdf,"Prior authorization for home care, hearing aids, nursing, orthotics, prosthetic appliances (CM5006E)",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-prior-authorization-for-home-care-hearing-aids-nursing-orthotics-prosthetic-appliances-cm5006e.pdf,-,-,The purpose of this form is to obtain the medical information required to assess your request for Medical Equipment and Supplies on the Pre Authorization list under your plan benefit coverage.,,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-aplastic-anemia-nn1647e.pdf,Attending physician’s statement – aplastic anemia (NN1647E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-aplastic-anemia-nn1647e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's aplastic anemia for critical illness insurance coverage. (NN1647E),After the sale,Policy Service,FALSE
manulife-insurance-request-for-change-evidence-of-insurability-not-required-nn0739e.pdf,Request for Change: Evidence of Insurability NOT required,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-for-change-evidence-of-insurability-not-required-nn0739e.pdf,-,-,Complete this form to change a Manulife insurance policy when evidence of insurability is not required. For policy types OTHER THAN Performax Gold and Performax policies. (NN0739E),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-bacterial-meningitis-nn1648e.pdf,Attending physician’s statement – bacterial meningitis (NN1648E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-bacterial-meningitis-nn1648e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's bacterial meningitis for critical illness insurance coverage. (NN1648E),After the sale,Policy Service,FALSE
manulife-insurance-corporate-insured-retirement-program-checklist-for-shareholder-borrowing-client-flyer.pdf,CIRP - Checklist for Shareholder Borrowing - Client Flyer,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-corporate-insured-retirement-program-checklist-for-shareholder-borrowing-client-flyer.pdf,-,-,Share this checklist for shareholder borrowing with clients interested in Manulife's Corporate Insured Retirement Program. ,After the sale,Policy Service,FALSE
manulife-affinity-markets-af1423e.pdf,"Policy Service Change of Information, Extended Health and Dental and Over-Age Dependant Verification – Affinity Markets | Manulife",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-affinity-markets-af1423e.pdf,-,-,"Policy Services Change of Information, Extended Health and Dental and Over-Age Dependant Verification",,Policy Service,FALSE
manulife-insurance-claims-for-disability-benefits-nn0625e.pdf,Claims for disability Benefit - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-claims-for-disability-benefits-nn0625e.pdf,-,-,Complete this form to apply for a disability benefit payment from a Manulife life insurance policy.,After the sale,Policy Service,FALSE
manulife-insurance-performax-request-for-change-nn0739epmx.pdf,Request for Change: Evidence of Insurability NOT required: Request for Change for policy types Performax Gold and Performax Policies,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-performax-request-for-change-nn0739epmx.pdf,-,-,Request for change for policy types other than Performax Gold and Performax Policies or Performax Gold and Performax Policies.,After the sale,Policy Service,FALSE
manulife-insurance-lifecheque-beneficiary-designations-nn1467e.pdf,NN1467E - Beneficiary designations for Lifecheque policies,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-lifecheque-beneficiary-designations-nn1467e.pdf,-,-,NN1467E,After the sale,Policy Service,FALSE
manulife-insurance-hypothecation-of-rights-under-an-insurance-contract-quebec-nn1542e.pdf,Hypothecation of rights under an insurance contract - Quebec - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-hypothecation-of-rights-under-an-insurance-contract-quebec-nn1542e.pdf,-,-,Complete this form to assign a Manulife insurance policy to a creditor as security for a debt in Quebec.,,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687icve.pdf,Transfer of Ownership - Life insurance – Individual that can have a Cash Value (NN0687ICV),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687icve.pdf,-,-,Use this form to change ownership of a policy.,After the sale,Policy Service,FALSE
affinity-markets-oxygen-questionnaire-af1044e.pdf,Oxygen questionnaire (AF1044E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-oxygen-questionnaire-af1044e.pdf,-,-,Have a physician complete this form to describe to Manulife Affinity Markets the severity of a patient's medical condition and need for oxygen. (AF1044E),After the sale,Policy Service,FALSE
manulife-insurance-beneficiary-designation-instructions-nn0283e.pdf,Beneficiary designation (NN0283E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-beneficiary-designation-instructions-nn0283e.pdf,-,-,Use this form to name a beneficiary as described in your contract and permitted by law. (NN0283E),After the sale,Policy Service,FALSE
manulife-insurance-customer-service-centre-mail-log.pdf,Customer service centre – mail log,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-customer-service-centre-mail-log.pdf,-,-,Complete this form to list items enclosed in a mailing to Manulife Insurance.,After the sale,Policy Service,FALSE
manulife-insurance-livingcare-direction-to-pay-nn1571e.pdf,NN1571E - Direction to pay for LivingCare policies,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-livingcare-direction-to-pay-nn1571e.pdf,-,-,NN1571E,After the sale,Policy Service,FALSE
insurance-whole-life-manulife-par-product-guidee.pdf,Manulife Par product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-whole-life-manulife-par-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife Par policies. (For Advisor use only) ,After the sale,Policy Service,TRUE
insurance-security-ul-product-guidee.pdf,Security UL product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-security-ul-product-guidee.pdf,-,-,This guide contains product information and administrative rules for both Security UL and Security UniversalLife policies.,After the sale,Policy Service,TRUE
insurance-manulife-ul-product-guidee.pdf,Manulife UL product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife UL policies.,After the sale,Policy Service,TRUE
insurance-manulife-ul-vitality-plus-product-guidee.pdf,Manulife UL with Vitality Plus product guide | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-vitality-plus-product-guidee.pdf,-,-,"This guide contains product information and administrative rules for Family Term with Vitality Plus policies. This guide is effective November 12, 2022.",After the sale,Policy Service,TRUE
insurance-manulife-ul-level-client-product-guidee.pdf,Manulife UL Level Client Investment Select – Product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-level-client-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife UL Level Client Investment Select policies. (Advisor use only),After the sale,Policy Service,TRUE
insurance-manulife-ul-level-gold-product-guidee.pdf,Manulife UL Level Gold Investment Account – Product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-level-gold-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife UL Level Gold Investment Account policies. (Advisor use only),After the sale,Policy Service,TRUE
insurance-manulife-quick-issue-term-product-guidee.pdf,Manulife Quick Issue Term product guide ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-quick-issue-term-product-guidee.pdf,-,-,Product information and administrative rules for Manulife Quick Issue Term policies. (Advisor use only),After the sale,Policy Service,TRUE
insurance-manulife-ul-yrt-client-product-guidee.pdf,Manulife UL YRT Client Investment Select – Product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-yrt-client-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife UL YRT Client Investment Select policies. (Advisor use only) ,After the sale,Policy Service,TRUE
insurance-livingcare-policy-change-guidee.pdf,LivingCare policy change guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-livingcare-policy-change-guidee.pdf,-,-,Individual insurance policy service changes for LivingCare.,,Policy Service,TRUE
insurance-whole-life-performax-gold-product-guidee.pdf,Performax Gold product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-whole-life-performax-gold-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Performax Gold policies. (Advisor use only),After the sale,Policy Service,TRUE
insurance-universal-life-innovision-product-guidee.pdf,InnoVision product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-universal-life-innovision-product-guidee.pdf,-,-,This guide contains product information for InnoVision policies. ,After the sale,Policy Service,TRUE
insurance-family-term-business-term-product-guidee.pdf,Family Term product guide | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-family-term-business-term-product-guidee.pdf,-,-,"This guide contains product information and administrative rules for Family Term and Business Term policies. The main body of this guide applies to Family Term policies dated on or after November 12, 2022.",After the sale,Policy Service,TRUE
insurance-family-term-vitality-plus-product-guidee.pdf,Family Term with Vitality Plus product guide | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-family-term-vitality-plus-product-guidee.pdf,-,-,"This guide contains product information and administrative rules for Family Term with Vitality Plus policies. This guide is effective November 12, 2022.",After the sale,Policy Service,TRUE
insurance-policy-service-elderly-policy-owner-assistance-program-loan-application-nn1682e.pdf,Elderly policy owner assistance program loan application (NN1682E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-policy-service-elderly-policy-owner-assistance-program-loan-application-nn1682e.pdf,-,-,Customers complete this application to apply for an Elderly Policy Owner Assistance Program loan (NN1682E),,Policy Service,TRUE
insurance-manulife-ul-yrt-gold-product-guidee.pdf,Manulife UL YRT Gold Investment Account – Product guide,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/private/insurance-manulife-ul-yrt-gold-product-guidee.pdf,-,-,This guide contains product information and administrative rules for Manulife UL YRT Gold Investment Account policies. (Advisor use only),After the sale,Policy Service,TRUE
manulife-insurance-application-for-compassionate-assistance-loan-nn0991e.pdf,Application for Compassionate Assistance Loan (NN0991E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-application-for-compassionate-assistance-loan-nn0991e.pdf,-,-,Complete this form to apply for a compassionate assistance loan from Manulife when an insured person is terminally ill with a life expectancy of 24 months or less. (NN0991E),After the sale,Policy Service,FALSE
affinity-markets-application-to-enroll-additional-family-members-to-an-underwritten-plan-af1437e.pdf,Application for Change to enroll additional family members to an underwriting plan – Individual Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-application-to-enroll-additional-family-members-to-an-underwritten-plan-af1437e.pdf,-,-,This form is used to enroll additional family members to an underwriting plan.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-loss-of-speech-nn1492e.pdf,Attending physician’s statement – loss of speech (NN1492E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-loss-of-speech-nn1492e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's loss of speech for critical illness insurance coverage. (NN1492E),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-occupational-hiv-infection-nn1496e.pdf,Attending physician’s statement – occupational HIV infection (NN1496E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-occupational-hiv-infection-nn1496e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's occupational HIV infection for critical illness insurance coverage. (NN1496E),Before the sale,Policy Service,FALSE
manulife-insurance-performax-gold-add-deposit-option-insurance-nn0713e.pdf,Performax Gold - Deposit Option Form (NN0713E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-performax-gold-add-deposit-option-insurance-nn0713e.pdf,-,-,For conversions that do not require underwriting approval.,,Policy Service,FALSE
affinity-markets-in-home-nursing-care-application-af1042e.pdf,In-home nursing care application (AF1042E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-in-home-nursing-care-application-af1042e.pdf,-,-,Complete this form to apply for Manulife Affinity Markets in-home nursing care. (AF1042E),After the sale,Policy Service,FALSE
manulife-insurance-automatic-allocation-of-funds-nn0993e.pdf,Auto Allocation Funds former Zurich life - Insurance | Manulife ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-automatic-allocation-of-funds-nn0993e.pdf,-,-,This form is to Identify where to automatically invest money each time it accumulates to the minimum required amounts.,,Policy Service,FALSE
manulife-insurance-travel-80-term-travel-insurance-policy-at0065e.pdf,Travel80 term travel insurance policy (AT0065E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-80-term-travel-insurance-policy-at0065e.pdf,-,-,Provide this policy to clients who have purchased Manulife Travel80 term travel insurance. It includes a wallet card. (AT0065E),After the sale,Policy Service,FALSE
manulife-insurance-change-of-name-nn0741e.pdf,Request for Name Change – Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-change-of-name-nn0741e.pdf,-,-,"Request for Name Change due to marriage, divorce, or adoption",After the sale,Policy Service,FALSE
manulife-insurance-term-conversion-exercise-of-gio-bvp-crib-evidence-of-insurability-not-required-nn0431e.pdf,Term conversion insurability evidence not required (NN0431E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-term-conversion-exercise-of-gio-bvp-crib-evidence-of-insurability-not-required-nn0431e.pdf,-,-,"Complete this form to request a term conversion or exercise a guaranteed insurability option, business value protector option, or child rider insurability benefit when evidence of insurability is not required. (NN0431E)",After the sale,Policy Service,FALSE
manulife-insurance-disability-and-critical-illness-insurance-except-lifecheque-and-synergy-beneficiary-designation-nn1584e.pdf,NN1584E - Beneficiary designations for disability policies and critical illness policies (except Lifecheque and Synergy),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-disability-and-critical-illness-insurance-except-lifecheque-and-synergy-beneficiary-designation-nn1584e.pdf,-,-,NN1584E - Beneficiary designations for disability policies and critical illness policies (except Lifecheque and Synergy),After the sale,Policy Service,FALSE
manulife-insurance-request-to-split-an-individual-insurance-policy-nn0943e.pdf,NN0943E - Request to split an individual insurance policy,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-to-split-an-individual-insurance-policy-nn0943e.pdf,-,-,NN0943E - Request to split an individual insurance policy,After the sale,Policy Service,FALSE
manulife-insurance-income-replacement-financial-application-nn1677e.pdf,Income replacement financial application (NN1677E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-income-replacement-financial-application-nn1677e.pdf,-,-,Complete this form to provide Manulife with financial information for an income replacement policy. (NN1677E),Before the sale,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687e.pdf,Transfer of Ownership,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687e.pdf,-,-,Use this form to change ownership of a policy.,After the sale,Policy Service,FALSE
manulife-insurance-request-to-transfer-funds-nn0995e.pdf,Request for the Transfer of Funds | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-to-transfer-funds-nn0995e.pdf,-,-,"This form is to transfer investments, at any time, from one fund to another.",,Policy Service,FALSE
manulife-insurance-application-for-policy-loan-or-withdrawal-nn0522e.pdf,Application for policy loan or withdrawal,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-application-for-policy-loan-or-withdrawal-nn0522e.pdf,-,-,Application for policy loan or withdrawal (NN0522E),Before the sale,Policy Service,FALSE
manulife-insurance-manulife-par-increase-lifetime-deposit-option-limit-nn1678e.pdf,Increase lifetime deposit option limit - Insurance | Manulife ,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-manulife-par-increase-lifetime-deposit-option-limit-nn1678e.pdf,-,-,Use this form to increase your lifetime deposit option limit for Manulife Par.,After the sale,Policy Service,FALSE
manulife-insurance-beneficiary-designation-at-a-coverage-level-nn0772e.pdf,NN0772E - Beneficiary designation at a coverage level,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-beneficiary-designation-at-a-coverage-level-nn0772e.pdf,-,-,NN0772E,After the sale,Policy Service,FALSE
manulife-insurance-travel-insurance-trip-cancellation-and-interruption-policy-at0203e.pdf,Trip cancellation and interruption policy for travelling Canadians (AT0203E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-travel-insurance-trip-cancellation-and-interruption-policy-at0203e.pdf,-,-,Trip Cancellation & Interruption Policy For Travelling Canadians,After the sale,Policy Service,FALSE
manulife-insurance-transfer-of-ownership-nn0687ecve.pdf,Transfer of Ownership - Life insurance – Entity that can have a Cash Value (NN0687ECV),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-transfer-of-ownership-nn0687ecve.pdf,-,-,,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-severe-burns-nn1500e.pdf,Attending Physician’s Statement – Severe burns - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-severe-burns-nn1500e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's severe burns for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-successor-owner-or-subrogated-policy-owner-designation-nn0930e.pdf,Designation of a successor owner/subrogated policy owner - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-successor-owner-or-subrogated-policy-owner-designation-nn0930e.pdf,-,-,Complete this form to designate a successor owner (outside Quebec) or subrogated policy owner (in Quebec) for a Manulife insurance policy.,,Policy Service,FALSE
manulife-insurance-livingcare-policy-change-or-reinstatement-nn1548e.pdf,LivingCare – Policy change/reinstatement (NN1548E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-livingcare-policy-change-or-reinstatement-nn1548e.pdf,-,-,"Complete this form to change or reinstate a LivingCare policy with a monthly care benefit and a policy date on or after September 22, 2007. (NN1548E)",Before the sale,Policy Service,FALSE
manulife-insurance-plan-exchange-or-plan-change-application-nn1556e.pdf,NN1556E - Plan exchange or plan change application,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-plan-exchange-or-plan-change-application-nn1556e.pdf,-,-,NN1556E - Plan exchange or plan change application,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-coronary-bypass-surgery-or-angioplasty-nn1486e.pdf,Attending Physician’s Statement – Coronary bypass surgery or angioplasty - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-coronary-bypass-surgery-or-angioplasty-nn1486e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's coronary bypass surgery or angioplasty for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-blindness-nn1504e.pdf,Attending physician’s statement – blindness (NN1504E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-blindness-nn1504e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's blindness for critical illness insurance coverage. (NN1504E),After the sale,Policy Service,FALSE
manulife-insurance-health-and-dental-insurance-cancellation-form-aff1435e.pdf,Health and dental cancellation form (AFF1435E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-health-and-dental-insurance-cancellation-form-aff1435e.pdf,-,-,Complete this form to cancel a Manulife health & dental insurance plan. (AFF1435E),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-coma-nn1485e.pdf,Attending Physician’s Statement – Coma - Living Benefits | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-coma-nn1485e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's coma for critical illness insurance coverage.,After the sale,Policy Service,FALSE
manulife-insurance-synergy-beneficiary-designations-and-directions-to-pay-nn1609e.pdf,NN1609E - Beneficiary designation and direction to pay for Synergy,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-synergy-beneficiary-designations-and-directions-to-pay-nn1609e.pdf,-,-,NN1609E - Beneficiary designation and direction to pay for Synergy,After the sale,Policy Service,FALSE
manulife-insurance-request-for-disability-benefit-payment-from-life-insurance-nn1538e.pdf,Request for disability benefit payment from life Insurance (NN1538E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-request-for-disability-benefit-payment-from-life-insurance-nn1538e.pdf,-,-,Find a list of the information Manulife requires to assess claims for disability benefits. (NN1538E)),After the sale,Policy Service,FALSE
affinity-markets-change-to-non-smoker-rates-application-af0272e.pdf,Application for Change to Non-smoker Rates Affinity Markets – Policy Services,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-change-to-non-smoker-rates-application-af0272e.pdf,-,-,Application for Change to Non-smoker Rates,After the sale,Policy Service,FALSE
manulife-insurance-establishing-tenants-in-common-ownership-nn0967e.pdf,Establishing tenants in common ownership (NN0967E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-establishing-tenants-in-common-ownership-nn0967e.pdf,-,-,Complete this form to establish tenants in common ownership for a Manulife insurance policy. (NN0967E),After the sale,Policy Service,FALSE
manulife-insurance-attending-physicians-statement-major-organ-transplant-nn1493e.pdf,Attending physician’s statement – major organ transplant (NN1493E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-attending-physicians-statement-major-organ-transplant-nn1493e.pdf,-,-,Have a physician complete this form to describe to Manulife a patient's major organ transplant for critical illness insurance coverage. (NN1493E),After the sale,Policy Service,FALSE
manulife-insurance-claimants-statement-nn0760e.pdf,Claimant's Statement - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-claimants-statement-nn0760e.pdf,-,-,Use this form to state a claim for life insurance and affinity markets or Investment products.,After the sale,Policy Service,FALSE
affinity-markets-application-to-reinstate-health-and-dental-coverage-for-a-guaranteed-issue-plan-af1439e.pdf,Individual Insurance - Affinity Policy Service - APPLICATION FOR CHANGE TO REINSTATE HEALTH AND DENTAL COVERAGE | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-application-to-reinstate-health-and-dental-coverage-for-a-guaranteed-issue-plan-af1439e.pdf,-,-,Application for Change to Reinstate H&D Coverage,After the sale,Policy Service,FALSE
affinity-markets-application-to-request-a-benefit-downgrade-af1438e.pdf,Individual Insurance - Application For Change To Request a Benefit Downgrade - Affinity Policy Service | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/affinity-markets-application-to-request-a-benefit-downgrade-af1438e.pdf,-,-,Application to Request benefit downgrade,After the sale,Policy Service,FALSE
manulife-insurance-policy-surrender-nn0387e.pdf,Policy Surrender - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/policy-service/manulife-insurance-policy-surrender-nn0387e.pdf,-,-,Use this form to cancel a policy and the insurance coverage.,After the sale,Policy Service,FALSE
